"","Source..A.","Source..B.","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
"163","#FluShot During #Pregnancy: Cause for Concern. #Pregnant #WomensHealth #MaternalHealth #ChildrensHealth #Autism #Vaccines #Vaccination #Parenthood #NewMom #BeInformed #InformedConsent #Science #Healthcare #News https://t.co/MyFh5xDuEu via @YouTube","Negative",27,98.75,98.62,1.22,25.77,13.5,59.26,51.85,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,22.22,14.81,0,7.41,0,3.7,0,3.7,0,0,0,0,0,0,0,0,7.41,0,7.41,7.41,0,11.11,3.7,0,3.7,0,3.7,0,0,0,7.41,0,3.7,3.7,3.7,3.7,0,0,0,0,3.7,0,3.7,0,0,0,81.48,7.41,0,3.7,0,0,0,0,0,0,0,70.37
"164","#flushot marketing slide show by the federal government. See slide #8 pictured below about creating ""fear anxiety and worry"" by fostering ""perceptions"" of many peoe falling severely ill and dying in order to sell... https://t.co/nujprLZ4TW","Negative",39,99,50,30.55,1,13,30.77,76.92,25.64,0,0,0,0,0,0,0,0,2.56,17.95,0,2.56,5.13,0,15.38,0,0,0,2.56,2.56,12.82,2.56,10.26,7.69,0,0,0,0,0,0,0,5.13,2.56,2.56,0,0,0,0,10.26,7.69,0,0,2.56,0,2.56,0,0,10.26,0,2.56,7.69,0,0,0,12.82,0,15.38,7.69,5.13,0,5.13,0,0,5.13,0,2.56,2.56,0,2.56,0,0,0,33.33,12.82,0,0,0,0,0,0,10.26,0,0,10.26
"165","#flushot marketing slide show by the federal government. See slide #8 pictured below about creating ""fear anxiety and worry"" by fostering ""perceptions"" of many peoe falling severely ill and dying in order to sell... https://t.co/nujprLZ4TW","Negative",39,99,50,30.55,1,13,30.77,76.92,25.64,0,0,0,0,0,0,0,0,2.56,17.95,0,2.56,5.13,0,15.38,0,0,0,2.56,2.56,12.82,2.56,10.26,7.69,0,0,0,0,0,0,0,5.13,2.56,2.56,0,0,0,0,10.26,7.69,0,0,2.56,0,2.56,0,0,10.26,0,2.56,7.69,0,0,0,12.82,0,15.38,7.69,5.13,0,5.13,0,0,5.13,0,2.56,2.56,0,2.56,0,0,0,33.33,12.82,0,0,0,0,0,0,10.26,0,0,10.26
"166","#FluShot very unhealthy. As they change yearly they are never safety tested. Please stay away. https://t.co/n4UIPgHXod","Negative",20,37.39,69.14,74.76,99,5,15,75,35,10,10,0,0,0,0,10,0,0,10,5,10,5,5,15,5,5,0,0,0,10,10,0,0,0,0,10,0,0,0,0,10,0,5,0,0,5,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,5,5,10,0,25,10,10,10,5,0,0,0,0,0,5,0,5,0,0,0,35,20,0,0,0,0,0,0,0,0,0,15
"167","#HepB #vaccine dangers, Whole food supplementation, Alternative cancer treatments, Military rejects #CBD, @DrButtar Advanced Medicine, Unvaccinated child stats, #Polio-like Illness update, Flu sepsis, #Pregnancy #SSRI, Milk Thistle benefits and MORE! https://t.co/Sc6QD60xv2","Negative",36,92.84,60.95,1.79,2.09,18,44.44,55.56,5.56,0,0,0,0,0,0,0,0,0,2.78,0,0,2.78,0,0,2.78,5.56,0,0,5.56,8.33,2.78,5.56,0,0,2.78,5.56,2.78,0,0,0,2.78,0,0,0,0,0,2.78,0,0,0,0,19.44,0,13.89,2.78,5.56,16.67,0,2.78,8.33,5.56,2.78,0,0,0,5.56,2.78,0,2.78,2.78,0,0,0,0,0,2.78,0,2.78,0,0,0,58.33,2.78,25,0,0,0,2.78,2.78,0,0,0,25
"168","#HepB #vaccine dangers, Whole food supplementation, Alternative cancer treatments, Military rejects #CBD, @DrButtar Advanced Medicine, Unvaccinated child stats, #Polio-like Illness update, Flu sepsis, #Pregnancy #SSRI, Milk Thistle benefits and MORE! https://t.co/Sc6QD60xv2","Negative",36,92.84,60.95,1.79,2.09,18,44.44,55.56,5.56,0,0,0,0,0,0,0,0,0,2.78,0,0,2.78,0,0,2.78,5.56,0,0,5.56,8.33,2.78,5.56,0,0,2.78,5.56,2.78,0,0,0,2.78,0,0,0,0,0,2.78,0,0,0,0,19.44,0,13.89,2.78,5.56,16.67,0,2.78,8.33,5.56,2.78,0,0,0,5.56,2.78,0,2.78,2.78,0,0,0,0,0,2.78,0,2.78,0,0,0,58.33,2.78,25,0,0,0,2.78,2.78,0,0,0,25
"169","#HOUSTON #TheWoodlands (rich upper class city) hit also by #AFM

#Flu #FluMist #FluShot

#AcuteFlaccidMyelitis #PRION

Is this a weak version of #MadCowDisease in the #SpinalCord???

@PrionInstitute 

@51Batman @intelOverwatch @KROMMSAN https://t.co/cPkJuxqwW4","Negative",34,95.28,38.42,6.2,25.77,17,38.24,50,23.53,2.94,0,0,0,0,0,0,2.94,5.88,8.82,2.94,2.94,2.94,0,5.88,8.82,0,0,0,0,5.88,2.94,2.94,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,2.94,0,0,0,0,5.88,0,5.88,0,0,8.82,0,0,8.82,0,0,0,2.94,0,8.82,0,8.82,0,2.94,0,0,2.94,0,0,2.94,0,2.94,0,0,0,64.71,2.94,0,0,0,8.82,0,0,0,0,5.88,47.06
"170","#NHS denies #flu #vaccine shortage amid complaints over delays. Book an appointment in our clinic. We prioritize and reserve #jabs for patients that are scheduled. Book Now! https://t.co/ojMvbpVZN6","Negative",32,89.26,94.08,18.52,1.42,6.4,28.12,62.5,34.38,9.38,6.25,0,6.25,0,0,0,3.12,3.12,12.5,3.12,3.12,3.12,0,6.25,0,0,0,0,0,3.12,0,3.12,0,0,0,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,12.5,6.25,0,6.25,0,0,0,9.38,0,15.62,0,6.25,9.38,9.38,6.25,0,0,0,0,3.12,0,3.12,0,0,0,34.38,12.5,0,0,0,0,3.12,0,0,0,0,18.75
"171","#Nurse who refused #flushot wins lawsuit against Hackettstown Regional #Medical Center. #Freedom #VaccineFreedom #Choice #HumanRights #MyBodyMyChoice #1A #Vaccines #Healthcare https://t.co/m8EV7AjvjR","Negative",24,92.84,79.76,23.51,99,12,58.33,54.17,8.33,4.17,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,4.17,0,0,8.33,8.33,0,0,0,0,12.5,0,0,0,0,8.33,4.17,0,0,0,0,4.17,0,0,0,0,8.33,0,8.33,0,0,12.5,0,4.17,12.5,4.17,0,0,0,0,8.33,0,8.33,0,4.17,0,0,0,0,0,4.17,0,4.17,0,0,0,62.5,8.33,0,0,0,0,0,0,0,0,0,54.17
"172","#Nurse who refused #flushot wins lawsuit against Hackettstown Regional #Medical Center. #Freedom #VaccineFreedom #Choice #HumanRights #MyBodyMyChoice #1A #Vaccines #Healthcare https://t.co/m8EV7AjvjR","Negative",24,92.84,79.76,23.51,99,12,58.33,54.17,8.33,4.17,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,4.17,0,0,8.33,8.33,0,0,0,0,12.5,0,0,0,0,8.33,4.17,0,0,0,0,4.17,0,0,0,0,8.33,0,8.33,0,0,12.5,0,4.17,12.5,4.17,0,0,0,0,8.33,0,8.33,0,4.17,0,0,0,0,0,4.17,0,4.17,0,0,0,62.5,8.33,0,0,0,0,0,0,0,0,0,54.17
"173","#Nurse who refused #flushot wins lawsuit against Hackettstown Regional #Medical Center. #Freedom #VaccineFreedom #Choice #HumanRights #MyBodyMyChoice #1A #Vaccines #Healthcare https://t.co/m8EV7AjvjR","Negative",24,92.84,79.76,23.51,99,12,58.33,54.17,8.33,4.17,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,4.17,0,0,8.33,8.33,0,0,0,0,12.5,0,0,0,0,8.33,4.17,0,0,0,0,4.17,0,0,0,0,8.33,0,8.33,0,0,12.5,0,4.17,12.5,4.17,0,0,0,0,8.33,0,8.33,0,4.17,0,0,0,0,0,4.17,0,4.17,0,0,0,62.5,8.33,0,0,0,0,0,0,0,0,0,54.17
"174","#Nurse who refused #flushot wins lawsuit against Hackettstown Regional #Medical Center. #Freedom #VaccineFreedom #Choice #HumanRights #MyBodyMyChoice #1A #Vaccines #Healthcare https://t.co/m8EV7AjvjR","Negative",24,92.84,79.76,23.51,99,12,58.33,54.17,8.33,4.17,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,4.17,0,0,8.33,8.33,0,0,0,0,12.5,0,0,0,0,8.33,4.17,0,0,0,0,4.17,0,0,0,0,8.33,0,8.33,0,0,12.5,0,4.17,12.5,4.17,0,0,0,0,8.33,0,8.33,0,4.17,0,0,0,0,0,4.17,0,4.17,0,0,0,62.5,8.33,0,0,0,0,0,0,0,0,0,54.17
"175","#Nurse who refused #flushot wins lawsuit against Hackettstown Regional #Medical Center. #Freedom #VaccineFreedom #Choice #HumanRights #MyBodyMyChoice #1A #Vaccines #Healthcare https://t.co/m8EV7AjvjR","Negative",24,92.84,79.76,23.51,99,12,58.33,54.17,8.33,4.17,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,4.17,0,0,8.33,8.33,0,0,0,0,12.5,0,0,0,0,8.33,4.17,0,0,0,0,4.17,0,0,0,0,8.33,0,8.33,0,0,12.5,0,4.17,12.5,4.17,0,0,0,0,8.33,0,8.33,0,4.17,0,0,0,0,0,4.17,0,4.17,0,0,0,62.5,8.33,0,0,0,0,0,0,0,0,0,54.17
"176","#Nurse who refused #flushot wins lawsuit against Hackettstown Regional #Medical Center. #Freedom #VaccineFreedom #Choice #HumanRights #MyBodyMyChoice #1A #Vaccines #Healthcare https://t.co/m8EV7AjvjR","Negative",24,92.84,79.76,23.51,99,12,58.33,54.17,8.33,4.17,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,4.17,0,0,8.33,8.33,0,0,0,0,12.5,0,0,0,0,8.33,4.17,0,0,0,0,4.17,0,0,0,0,8.33,0,8.33,0,0,12.5,0,4.17,12.5,4.17,0,0,0,0,8.33,0,8.33,0,4.17,0,0,0,0,0,4.17,0,4.17,0,0,0,62.5,8.33,0,0,0,0,0,0,0,0,0,54.17
"177","#Nurse who refused #flushot wins lawsuit against Hackettstown Regional #Medical Center. #Freedom #VaccineFreedom #Choice #HumanRights #MyBodyMyChoice #1A #Vaccines #Healthcare https://t.co/m8EV7AjvjR","Negative",24,92.84,79.76,23.51,99,12,58.33,54.17,8.33,4.17,0,0,0,0,0,0,4.17,0,4.17,0,0,0,0,0,0,0,4.17,0,0,8.33,8.33,0,0,0,0,12.5,0,0,0,0,8.33,4.17,0,0,0,0,4.17,0,0,0,0,8.33,0,8.33,0,0,12.5,0,4.17,12.5,4.17,0,0,0,0,8.33,0,8.33,0,4.17,0,0,0,0,0,4.17,0,4.17,0,0,0,62.5,8.33,0,0,0,0,0,0,0,0,0,54.17
"178","#OHIO 4hrs ago

#AFM

#Flu #FluMist #FluShot

#AcuteFlaccidMyelitis #PRION

Is this a weak version of #MadCowDisease in the #SpinalCord???

@PrionInstitute 

@51Batman @intelOverwatch @KROMMSAN https://t.co/EbBIs9S5LJ","Negative",28,97.54,36.03,4.35,1,14,39.29,39.29,21.43,3.57,0,0,0,0,0,0,3.57,7.14,7.14,3.57,0,0,0,3.57,3.57,0,0,0,0,3.57,0,3.57,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,3.57,0,0,0,0,7.14,0,7.14,0,0,3.57,0,0,3.57,0,0,3.57,3.57,0,7.14,0,3.57,3.57,0,0,0,0,0,0,3.57,0,3.57,0,0,0,67.86,3.57,0,0,0,10.71,0,0,0,0,0,53.57
"179","#Oregon Gubernatorial Candidate Who Believes In #Vaccine #Choice Attacked By #Medical Groups. #ParentalRights #HumanRights #InformedConsent #Vaccines #Healthcare #VaccineFreedom #Freedom #FreedomToThrive https://t.co/jmVyU0Hig1","Negative",25,95.99,94.5,6.7,91.14,12.5,60,52,12,4,0,0,0,0,0,0,4,0,8,0,0,0,0,4,0,0,4,0,4,12,8,4,0,4,0,16,4,0,0,0,8,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,12,8,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,64,8,0,0,0,0,0,0,0,0,0,56
"180","#Oregon Gubernatorial Candidate Who Believes In #Vaccine #Choice Attacked By #Medical Groups. #ParentalRights #HumanRights #InformedConsent #Vaccines #Healthcare #VaccineFreedom #Freedom #FreedomToThrive https://t.co/jmVyU0Hig1","Negative",25,95.99,94.5,6.7,91.14,12.5,60,52,12,4,0,0,0,0,0,0,4,0,8,0,0,0,0,4,0,0,4,0,4,12,8,4,0,4,0,16,4,0,0,0,8,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,12,8,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,64,8,0,0,0,0,0,0,0,0,0,56
"181","#Oregon Gubernatorial Candidate Who Believes In #Vaccine #Choice Attacked By #Medical Groups. #ParentalRights #HumanRights #InformedConsent #Vaccines #Healthcare #VaccineFreedom #Freedom #FreedomToThrive https://t.co/jmVyU0Hig1","Negative",25,95.99,94.5,6.7,91.14,12.5,60,52,12,4,0,0,0,0,0,0,4,0,8,0,0,0,0,4,0,0,4,0,4,12,8,4,0,4,0,16,4,0,0,0,8,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,12,8,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,64,8,0,0,0,0,0,0,0,0,0,56
"182","#Reports of serious adverse effects prompted #EU to #investigate #HPV #vaccine https://t.co/lxGX1cUn77","Negative",16,99,50,1,1,16,50,50,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,6.25,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,6.25,0,0,6.25,0,6.25,0,0,0,50,6.25,0,0,0,0,0,0,0,0,0,43.75
"183","#Scientists in #China Create New #Vaccines Using Body Parts From Nine Aborted #Babies. #Science #Vaccination #Vaccine #Ingredients #InformedConsent #Parents #Pregnancy #Healthcare #Pharmaceuticals #Health https://t.co/D7TRy9gjOb","Negative",28,97.54,85.81,1.06,87.2,14,46.43,53.57,7.14,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,3.57,0,0,3.57,0,3.57,3.57,0,0,0,0,10.71,10.71,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,14.29,3.57,10.71,3.57,0,7.14,3.57,3.57,0,0,0,0,0,0,7.14,0,3.57,3.57,7.14,0,0,0,0,0,3.57,0,3.57,0,0,0,64.29,7.14,0,0,0,0,0,0,0,0,0,57.14
"184","#Scientists in #China Create New #Vaccines Using Body Parts From Nine Aborted #Babies. #Science #Vaccination #Vaccine #Ingredients #InformedConsent #Parents #Pregnancy #Healthcare #Pharmaceuticals #Health https://t.co/D7TRy9gjOb","Negative",28,97.54,85.81,1.06,87.2,14,46.43,53.57,7.14,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,3.57,0,0,3.57,0,3.57,3.57,0,0,0,0,10.71,10.71,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,14.29,3.57,10.71,3.57,0,7.14,3.57,3.57,0,0,0,0,0,0,7.14,0,3.57,3.57,7.14,0,0,0,0,0,3.57,0,3.57,0,0,0,64.29,7.14,0,0,0,0,0,0,0,0,0,57.14
"185","#Scientists in #China Create New #Vaccines Using Body Parts From Nine Aborted #Babies. #Science #Vaccination #Vaccine #Ingredients #InformedConsent #Parents #Pregnancy #Healthcare #Pharmaceuticals #Health https://t.co/D7TRy9gjOb","Negative",28,97.54,85.81,1.06,87.2,14,46.43,53.57,7.14,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,3.57,0,0,3.57,0,3.57,3.57,0,0,0,0,10.71,10.71,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,14.29,3.57,10.71,3.57,0,7.14,3.57,3.57,0,0,0,0,0,0,7.14,0,3.57,3.57,7.14,0,0,0,0,0,3.57,0,3.57,0,0,0,64.29,7.14,0,0,0,0,0,0,0,0,0,57.14
"186","#Trump Warns #FluShots Are The Greatest ‘Scam’ In #Medical History. #FluShot #Flu #Vaccine #VaccineRisks #Health #Healthcare #BigPharmaFraud https://t.co/mEivDStZnl via @@Healthfreedoms","Negative",25,97.89,50,6.7,25.77,12.5,44,44,16,0,0,0,0,0,0,0,0,4,8,4,0,0,0,4,4,4,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,8,0,0,4,0,4,0,4,0,12,0,8,4,0,0,0,0,0,0,4,0,4,0,0,0,64,8,0,0,0,0,0,0,0,0,0,56
"187","#Trump Warns #FluShots Are The Greatest ‘Scam’ In #Medical History. #FluShot #Flu #Vaccine #VaccineRisks #Health #Healthcare #BigPharmaFraud https://t.co/mEivDStZnl via @@Healthfreedoms","Negative",25,97.89,50,6.7,25.77,12.5,44,44,16,0,0,0,0,0,0,0,0,4,8,4,0,0,0,4,4,4,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,8,0,0,4,0,4,0,4,0,12,0,8,4,0,0,0,0,0,0,4,0,4,0,0,0,64,8,0,0,0,0,0,0,0,0,0,56
"188","#Trump Warns #FluShots Are The Greatest ‘Scam’ In #Medical History. #FluShot #Flu #Vaccine #VaccineRisks #Health #Healthcare #BigPharmaFraud https://t.co/mEivDStZnl via @@Healthfreedoms","Negative",25,97.89,50,6.7,25.77,12.5,44,44,16,0,0,0,0,0,0,0,0,4,8,4,0,0,0,4,4,4,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,8,0,0,4,0,4,0,4,0,12,0,8,4,0,0,0,0,0,0,4,0,4,0,0,0,64,8,0,0,0,0,0,0,0,0,0,56
"189","#Trump Warns #FluShots Are The Greatest ‘Scam’ In #Medical History. #FluShot #Flu #Vaccine #VaccineRisks #Health #Healthcare #BigPharmaFraud https://t.co/mEivDStZnl via @@Healthfreedoms","Negative",25,97.89,50,6.7,25.77,12.5,44,44,16,0,0,0,0,0,0,0,0,4,8,4,0,0,0,4,4,4,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,8,0,0,4,0,4,0,4,0,12,0,8,4,0,0,0,0,0,0,4,0,4,0,0,0,64,8,0,0,0,0,0,0,0,0,0,56
"190","#Trump Warns #FluShots Are The Greatest ‘Scam’ In #Medical History. #FluShot #Flu #Vaccine #VaccineRisks #Health #Healthcare #BigPharmaFraud https://t.co/mEivDStZnl via @@Healthfreedoms","Negative",25,97.89,50,6.7,25.77,12.5,44,44,16,0,0,0,0,0,0,0,0,4,8,4,0,0,0,4,4,4,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,8,0,0,4,0,4,0,4,0,12,0,8,4,0,0,0,0,0,0,4,0,4,0,0,0,64,8,0,0,0,0,0,0,0,0,0,56
"191","#vaccine #fraud #toxins https://t.co/OQzXj8GEne","Negative",8,92.84,50,1,25.77,8,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,75,12.5,0,0,0,0,0,0,0,0,0,62.5
"192","#Vaccine damaged #children are a target for medical kidnapping! 
#MedicalKidnap
#StopPoisoningOurChildren
#FirstDoNoHarm
#Health4Sale
#FollowTheMoney
#ParentalRights
#HealthFreedom
@POTUS @VP
https://t.co/oiD4WgVjNp","Negative",23,96.18,80.77,1,1,11.5,56.52,43.48,13.04,0,0,0,0,0,0,0,0,4.35,4.35,4.35,0,0,0,4.35,0,0,0,0,0,4.35,0,4.35,0,0,0,8.7,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,8.7,0,0,13.04,4.35,0,8.7,0,0,0,4.35,0,0,0,0,0,4.35,0,0,0,0,0,4.35,0,4.35,0,0,0,65.22,4.35,0,0,0,0,4.35,0,0,0,0,56.52
"193","#Vaccine damaged #children are a target for medical kidnapping! 
#MedicalKidnap
#StopPoisoningOurChildren
#FirstDoNoHarm
#Health4Sale
#FollowTheMoney
#ParentalRights
#HealthFreedom
@POTUS @VP
https://t.co/oiD4WgVjNp","Negative",23,96.18,80.77,1,1,11.5,56.52,43.48,13.04,0,0,0,0,0,0,0,0,4.35,4.35,4.35,0,0,0,4.35,0,0,0,0,0,4.35,0,4.35,0,0,0,8.7,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,8.7,0,0,13.04,4.35,0,8.7,0,0,0,4.35,0,0,0,0,0,4.35,0,0,0,0,0,4.35,0,4.35,0,0,0,65.22,4.35,0,0,0,0,4.35,0,0,0,0,56.52
"194","#Vaccine damaged #children are a target for medical kidnapping! 
#MedicalKidnap
#StopPoisoningOurChildren
#FirstDoNoHarm
#Health4Sale
#FollowTheMoney
#ParentalRights
#HealthFreedom
@POTUS @VP
https://t.co/oiD4WgVjNp","Negative",23,96.18,80.77,1,1,11.5,56.52,43.48,13.04,0,0,0,0,0,0,0,0,4.35,4.35,4.35,0,0,0,4.35,0,0,0,0,0,4.35,0,4.35,0,0,0,8.7,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,8.7,0,0,13.04,4.35,0,8.7,0,0,0,4.35,0,0,0,0,0,4.35,0,0,0,0,0,4.35,0,4.35,0,0,0,65.22,4.35,0,0,0,0,4.35,0,0,0,0,56.52
"195","#vaccine insert for the #MMR 42 paragraphs of warning &amp; adverse reactions. seizures, encephalitis, pneumonia, deafness, death &amp; #MEASLES! #VaccineInjury #ReadTheBook #TheAutismBook #EndAutismNow #autism #SIDS #allergies #epilepsy https://t.co/WLZvEGdmDa","Negative",32,98.29,50,1,1,10.67,53.12,34.38,9.38,0,0,0,0,0,0,0,0,3.12,6.25,0,0,0,0,0,0,0,0,3.12,0,6.25,0,6.25,0,0,0,0,0,0,0,0,3.12,0,3.12,0,0,0,0,3.12,0,3.12,0,9.38,0,9.38,0,0,3.12,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,3.12,3.12,0,3.12,0,0,0,75,6.25,12.5,0,6.25,0,3.12,0,0,0,0,46.88
"196","#Vaccine profiteer, .@DrPaulOffit announces .@realDonaldTrump child is #autistic because Trump had him in his 60s, and laughs at father whose child just died 24 hours after #vaccinations. https://t.co/pH7c4TX76t via @unhealthytruth","Negative",34,73.36,96.11,2.14,98.87,17,29.41,58.82,35.29,8.82,5.88,0,0,0,5.88,0,2.94,0,11.76,5.88,2.94,5.88,0,8.82,2.94,2.94,2.94,2.94,0,5.88,5.88,0,0,0,0,17.65,2.94,0,0,8.82,2.94,0,2.94,0,0,0,0,2.94,0,2.94,0,0,0,0,0,0,8.82,0,0,5.88,2.94,0,5.88,2.94,0,14.71,0,8.82,5.88,2.94,0,0,2.94,0,2.94,2.94,0,2.94,0,0,0,41.18,11.76,5.88,0,0,0,0,0,0,0,0,23.53
"197","#Vaccine profiteer, .@DrPaulOffit announces .@realDonaldTrump child is #autistic because Trump had him in his 60s, and laughs at father whose child just died 24 hours after #vaccinations. https://t.co/pH7c4TX76t via @unhealthytruth","Negative",34,73.36,96.11,2.14,98.87,17,29.41,58.82,35.29,8.82,5.88,0,0,0,5.88,0,2.94,0,11.76,5.88,2.94,5.88,0,8.82,2.94,2.94,2.94,2.94,0,5.88,5.88,0,0,0,0,17.65,2.94,0,0,8.82,2.94,0,2.94,0,0,0,0,2.94,0,2.94,0,0,0,0,0,0,8.82,0,0,5.88,2.94,0,5.88,2.94,0,14.71,0,8.82,5.88,2.94,0,0,2.94,0,2.94,2.94,0,2.94,0,0,0,41.18,11.76,5.88,0,0,0,0,0,0,0,0,23.53
"198","#Vaccine profiteer, .@DrPaulOffit announces .@realDonaldTrump child is #autistic because Trump had him in his 60s, and laughs at father whose child just died 24 hours after #vaccinations. https://t.co/pH7c4TX76t via @unhealthytruth","Negative",34,73.36,96.11,2.14,98.87,17,29.41,58.82,35.29,8.82,5.88,0,0,0,5.88,0,2.94,0,11.76,5.88,2.94,5.88,0,8.82,2.94,2.94,2.94,2.94,0,5.88,5.88,0,0,0,0,17.65,2.94,0,0,8.82,2.94,0,2.94,0,0,0,0,2.94,0,2.94,0,0,0,0,0,0,8.82,0,0,5.88,2.94,0,5.88,2.94,0,14.71,0,8.82,5.88,2.94,0,0,2.94,0,2.94,2.94,0,2.94,0,0,0,41.18,11.76,5.88,0,0,0,0,0,0,0,0,23.53
"199","#Vaccine Protester Missing For 40 Days, Now Feared Dead. #China #Activism #Activist #VaccineInjured #VaccineInjury #VaccineSafety #VaccineFreedom #Truth #PublicSafety #News https://t.co/Jp2Dpmmb0n via @prepforthat1","Negative",26,95.89,50,5.76,1,13,46.15,34.62,11.54,0,0,0,0,0,0,0,0,0,7.69,0,3.85,0,0,3.85,0,0,0,3.85,0,11.54,3.85,7.69,3.85,0,3.85,0,0,0,0,0,3.85,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,11.54,0,3.85,7.69,0,0,0,0,0,3.85,3.85,0,3.85,0,0,0,65.38,7.69,3.85,0,0,0,0,0,0,0,0,53.85
"200","#Vaccine Protester Missing For 40 Days, Now Feared Dead. #China #Activism #Activist #VaccineInjured #VaccineInjury #VaccineSafety #VaccineFreedom #Truth #PublicSafety #News https://t.co/Jp2Dpmmb0n via @prepforthat1","Negative",26,95.89,50,5.76,1,13,46.15,34.62,11.54,0,0,0,0,0,0,0,0,0,7.69,0,3.85,0,0,3.85,0,0,0,3.85,0,11.54,3.85,7.69,3.85,0,3.85,0,0,0,0,0,3.85,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,11.54,0,3.85,7.69,0,0,0,0,0,3.85,3.85,0,3.85,0,0,0,65.38,7.69,3.85,0,0,0,0,0,0,0,0,53.85
"201","#Vaccine Protester Missing For 40 Days, Now Feared Dead. #China #Activism #Activist #VaccineInjured #VaccineInjury #VaccineSafety #VaccineFreedom #Truth #PublicSafety #News https://t.co/Jp2Dpmmb0n via @prepforthat1","Negative",26,95.89,50,5.76,1,13,46.15,34.62,11.54,0,0,0,0,0,0,0,0,0,7.69,0,3.85,0,0,3.85,0,0,0,3.85,0,11.54,3.85,7.69,3.85,0,3.85,0,0,0,0,0,3.85,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,11.54,0,3.85,7.69,0,0,0,0,0,3.85,3.85,0,3.85,0,0,0,65.38,7.69,3.85,0,0,0,0,0,0,0,0,53.85
