Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"Tomorrow is #WorldPolioDay 💧
Thanks to #vaccines we often forget the awful consequences of #polio &amp; #vaccine confidence is decreasing. Are we taking things for granted? 
Something not only to worry about but also act on! 💉
🔖NEW Study: https://t.co/dGrV0XUg6v
#VaccinesWork https://t.co/hIyGrGexZY",48,66.38,58.24,7.84,25.77,12.00,25.00,64.58,39.58,8.33,4.17,0.00,4.17,0.00,0.00,0.00,4.17,2.08,12.50,6.25,8.33,4.17,2.08,14.58,4.17,0.00,0.00,0.00,0.00,8.33,4.17,4.17,2.08,0.00,0.00,4.17,0.00,0.00,0.00,0.00,12.50,0.00,2.08,0.00,4.17,2.08,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.42,4.17,2.08,2.08,4.17,2.08,0.00,12.50,2.08,8.33,0.00,2.08,6.25,2.08,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,35.42,6.25,0.00,2.08,2.08,2.08,2.08,0.00,0.00,0.00,0.00,20.83
"7 out of 10 countries with the lowest #vaccine #confidence are in Europe &amp; 4  of them (France, Greece, Italy, and Slovenia) are in #EU

@V_Andriukaitis statement 👉https://t.co/m6rW21XyjS 
Reports published today 👉https://t.co/jBKiiJEmBB

#VaccinesWork #EUVaccines https://t.co/2TXkozqPAL",48,97.17,58.24,14.24,25.77,48.00,27.08,43.75,22.92,2.08,2.08,0.00,0.00,0.00,0.00,2.08,0.00,2.08,12.50,4.17,0.00,2.08,0.00,4.17,2.08,2.08,0.00,6.25,0.00,4.17,2.08,2.08,0.00,0.00,2.08,2.08,0.00,0.00,0.00,0.00,4.17,2.08,0.00,0.00,0.00,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,2.08,4.17,2.08,0.00,0.00,6.25,0.00,12.50,0.00,10.42,2.08,4.17,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,47.92,6.25,6.25,0.00,2.08,0.00,0.00,0.00,0.00,0.00,4.17,29.17
"If you and your #doctor suspect a #vaccine injury, time is of the essence. There are strict deadlines regarding the statute of limitations on vaccine injury claims. Don’t risk it - contact us today. https://t.co/cPqdMNWsz1 https://t.co/t4d1cw4KaJ",43,78.82,87.75,2.60,3.52,10.75,25.58,69.77,39.53,9.30,6.98,0.00,2.33,4.65,0.00,0.00,2.33,6.98,9.30,6.98,2.33,4.65,2.33,6.98,2.33,0.00,0.00,0.00,0.00,2.33,0.00,2.33,2.33,0.00,0.00,9.30,0.00,2.33,0.00,0.00,4.65,2.33,0.00,2.33,2.33,0.00,2.33,0.00,0.00,0.00,0.00,6.98,4.65,6.98,0.00,0.00,9.30,2.33,2.33,2.33,0.00,2.33,0.00,9.30,0.00,6.98,0.00,2.33,4.65,4.65,0.00,0.00,0.00,0.00,0.00,4.65,0.00,4.65,0.00,0.00,0.00,32.56,11.63,2.33,0.00,0.00,0.00,0.00,2.33,0.00,2.33,0.00,13.95
5 #Flu #Vaccine #Myths Every Person Should Know https://t.co/TfovreUSm4 #health #itm #noagenda,16,84.57,73.40,1.00,25.77,16.00,18.75,43.75,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,12.50,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,18.75,6.25,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,56.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00
"If you and your #doctor suspect a #vaccine injury, time is of the essence. There are strict deadlines regarding the statute of limitations on vaccine injury claims. Don’t risk it - contact us today. https://t.co/cPqdMNWsz1 https://t.co/t4d1cw4KaJ",43,78.82,87.75,2.60,3.52,10.75,25.58,69.77,39.53,9.30,6.98,0.00,2.33,4.65,0.00,0.00,2.33,6.98,9.30,6.98,2.33,4.65,2.33,6.98,2.33,0.00,0.00,0.00,0.00,2.33,0.00,2.33,2.33,0.00,0.00,9.30,0.00,2.33,0.00,0.00,4.65,2.33,0.00,2.33,2.33,0.00,2.33,0.00,0.00,0.00,0.00,6.98,4.65,6.98,0.00,0.00,9.30,2.33,2.33,2.33,0.00,2.33,0.00,9.30,0.00,6.98,0.00,2.33,4.65,4.65,0.00,0.00,0.00,0.00,0.00,4.65,0.00,4.65,0.00,0.00,0.00,32.56,11.63,2.33,0.00,0.00,0.00,0.00,2.33,0.00,2.33,0.00,13.95
October is the perfect time to get your #flu #vaccine. Did you know influenza is still the number one infectious cause of hospitalizations and death in #NewBrunswick? Learn more at https://t.co/moDBJ8PcT1 https://t.co/Q7UfAqswDC,40,90.06,84.14,27.99,72.57,13.33,22.50,70.00,32.50,5.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,10.00,7.50,2.50,2.50,0.00,15.00,5.00,2.50,0.00,2.50,2.50,2.50,2.50,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,10.00,5.00,2.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,7.50,0.00,7.50,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,2.50,15.00,0.00,12.50,0.00,5.00,7.50,2.50,0.00,0.00,0.00,0.00,2.50,5.00,0.00,5.00,0.00,0.00,0.00,27.50,7.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,17.50
"#Adults with #diabetes are more than two times more likely to be #hospitalized from #flu and its #complications than those who do not have diabetes.

#CDC and the City of Laredo Health Department #recommends getting a flu #vaccine by the end of #October. https://t.co/t3qalfBrpn",48,94.65,41.76,23.51,25.77,16.00,20.83,87.50,43.75,6.25,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,16.67,8.33,0.00,4.17,2.08,10.42,8.33,8.33,2.08,2.08,4.17,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,10.42,2.08,0.00,0.00,2.08,0.00,6.25,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,2.08,0.00,0.00,0.00,2.08,0.00,0.00,8.33,0.00,8.33,0.00,2.08,6.25,2.08,2.08,0.00,0.00,0.00,0.00,2.08,0.00,2.08,0.00,0.00,0.00,29.17,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.92
Promising new #Zika #vaccine that’s cheaper and easier to distribute. https://t.co/Gjb3f1GsNC,15,69.57,50.00,1.00,99.00,7.50,33.33,53.33,20.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,6.67,0.00,6.67,0.00,6.67,20.00,13.33,0.00,0.00,0.00,13.33,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,6.67,6.67,6.67,0.00,0.00,6.67,0.00,0.00,0.00,6.67,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,46.67,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,26.67
The European Medicines Agency's Committee for Medicinal Products for Human Use (CHMP) recommends for approval of the first #vaccine in the #EuropeanUnion for the #prevention of #dengue. @BreakDengue @DengueInfo @dirgarambe @naveenthacker https://t.co/xBfjeUEM2L https://t.co/L9d6Aa2QXx,41,99.00,68.71,1.00,71.55,20.50,41.46,56.10,26.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.76,17.07,0.00,0.00,0.00,0.00,2.44,0.00,0.00,0.00,2.44,0.00,2.44,2.44,0.00,0.00,0.00,0.00,4.88,0.00,0.00,0.00,0.00,4.88,0.00,4.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.88,0.00,4.88,0.00,0.00,7.32,0.00,2.44,2.44,0.00,2.44,0.00,2.44,0.00,4.88,0.00,2.44,2.44,4.88,0.00,0.00,0.00,0.00,0.00,4.88,0.00,4.88,0.00,0.00,0.00,43.90,7.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.44,4.88,29.27
In @NatureComms: New #vaccine for #Lassafever and #rabies shows promise in preclinical trials. https://t.co/MeDpg2iWAC #globalhealth,19,98.60,50.00,50.35,97.58,9.50,36.84,47.37,21.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.79,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,5.26,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.05,0.00,15.79,5.26,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,52.63,10.53,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.84
"#Vaccine impact studies are often conducted using subnational datasets. This #study proposes an alternative approach.  https://t.co/4ElNi93MTD @YaleDeptEHS",22,79.25,32.48,11.00,25.77,7.33,40.91,45.45,18.18,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,4.55,4.55,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,0.00,4.55,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,9.09,4.55,0.00,4.55,9.09,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,36.36,13.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.73
"How much #vaccine confidence do we have? What about our #doctors? How is the delivery of #vaccination services in the #EU organised?

New reports published today 👉https://t.co/jBKiiJEmBB 

#EUVaccines #VaccinesWork https://t.co/dADq4HDruB",38,63.17,85.38,4.05,74.74,9.50,34.21,63.16,34.21,7.89,5.26,0.00,5.26,0.00,0.00,0.00,2.63,5.26,7.89,7.89,7.89,5.26,0.00,7.89,2.63,0.00,7.89,0.00,2.63,2.63,2.63,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,7.89,0.00,5.26,0.00,0.00,2.63,0.00,0.00,0.00,0.00,0.00,2.63,0.00,2.63,0.00,0.00,10.53,5.26,2.63,5.26,2.63,0.00,0.00,10.53,0.00,10.53,2.63,2.63,5.26,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,39.47,5.26,0.00,0.00,0.00,7.89,0.00,0.00,0.00,0.00,0.00,26.32
FDA Decision to Approve #Gardasil #Vaccine for Adults Will Likely Increase #CervicalCancer Rates https://t.co/9weIusIjQg,19,96.69,70.08,4.05,99.00,19.00,42.11,47.37,15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,5.26,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,31.58,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.32
Doctors are refusing patients unless they sign up for a full #vaccine schedule – all to lock-in profits! https://t.co/igvA1V7Nqp,23,99.00,66.81,54.89,93.61,11.50,30.43,65.22,34.78,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,4.35,21.74,4.35,0.00,4.35,0.00,4.35,4.35,0.00,0.00,0.00,4.35,4.35,4.35,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,17.39,0.00,0.00,13.04,4.35,0.00,0.00,4.35,0.00,17.39,0.00,13.04,4.35,13.04,0.00,0.00,4.35,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,26.09,4.35,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,13.04
"-The HSE claims that the #HPV #vaccine is “100% safe” and labeled parents of #HPVvaccine injured children as “Emotional Terrorists.”-
Parents, Scientists and Doctors from Around the World Gather to Discuss How to Handle Increasing HPV Vaccine Injuries https://t.co/R7XmFyGyfm",43,94.84,87.75,1.00,3.52,43.00,37.21,67.44,32.56,2.33,0.00,0.00,0.00,0.00,0.00,0.00,2.33,6.98,13.95,2.33,4.65,9.30,0.00,2.33,6.98,2.33,2.33,2.33,0.00,6.98,2.33,4.65,2.33,0.00,0.00,11.63,4.65,0.00,0.00,0.00,2.33,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.98,4.65,6.98,0.00,0.00,16.28,6.98,0.00,6.98,0.00,2.33,0.00,2.33,0.00,6.98,2.33,4.65,0.00,4.65,0.00,0.00,0.00,0.00,0.00,2.33,0.00,2.33,0.00,0.00,0.00,34.88,4.65,2.33,0.00,0.00,0.00,0.00,4.65,9.30,0.00,0.00,13.95
"Nexvax2: Vaccine for Celiac Disease, Status 2018. Watch Dr. Robert Anderson's Presentation. 

#glutenfree #celiacdisease #vaccine 

https://t.co/zi0TJxnKKh @CeliacDotOrg",21,96.41,50.00,1.00,25.77,7.00,47.62,28.57,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,4.76,0.00,4.76,0.00,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,61.90,19.05,4.76,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,28.57
"How much #vaccine confidence do we have? What about our #doctors? How is the delivery of #vaccination services in the #EU organised?

New reports published today 👉https://t.co/jBKiiJEmBB 

#EUVaccines #VaccinesWork https://t.co/dADq4HDruB",38,63.17,85.38,4.05,74.74,9.50,34.21,63.16,34.21,7.89,5.26,0.00,5.26,0.00,0.00,0.00,2.63,5.26,7.89,7.89,7.89,5.26,0.00,7.89,2.63,0.00,7.89,0.00,2.63,2.63,2.63,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,7.89,0.00,5.26,0.00,0.00,2.63,0.00,0.00,0.00,0.00,0.00,2.63,0.00,2.63,0.00,0.00,10.53,5.26,2.63,5.26,2.63,0.00,0.00,10.53,0.00,10.53,2.63,2.63,5.26,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,39.47,5.26,0.00,0.00,0.00,7.89,0.00,0.00,0.00,0.00,0.00,26.32
"Girl Goes Viral On Twitter For Delivering All The Real Facts About Vaccines And People Can’t Thank Her Enough #vaccine
https://t.co/vUflkVyzN0",25,92.84,78.82,6.70,91.14,25.00,20.00,64.00,28.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,12.00,0.00,4.00,4.00,4.00,8.00,0.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,8.00,0.00,12.00,0.00,0.00,0.00,0.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,8.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,20.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,12.00
You cannot get the #flu from the flu #vaccine. But you can get sick if you don’t get it! #HealthyLiving #stroke #prevention https://t.co/7rcEkWHJkj,27,25.71,64.46,1.22,1.00,9.00,14.81,77.78,44.44,14.81,11.11,0.00,0.00,11.11,0.00,0.00,3.70,7.41,3.70,11.11,0.00,7.41,7.41,18.52,3.70,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,3.70,3.70,0.00,11.11,3.70,0.00,0.00,3.70,14.81,0.00,14.81,0.00,0.00,14.81,0.00,0.00,0.00,11.11,3.70,0.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,40.74,7.41,0.00,0.00,0.00,0.00,3.70,0.00,0.00,3.70,0.00,25.93
"How much #vaccine confidence do we have? What about our #doctors? How is the delivery of #vaccination services in the #EU organised?

New reports published today 👉https://t.co/jBKiiJEmBB 

#EUVaccines #VaccinesWork https://t.co/dADq4HDruB",38,63.17,85.38,4.05,74.74,9.50,34.21,63.16,34.21,7.89,5.26,0.00,5.26,0.00,0.00,0.00,2.63,5.26,7.89,7.89,7.89,5.26,0.00,7.89,2.63,0.00,7.89,0.00,2.63,2.63,2.63,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,7.89,0.00,5.26,0.00,0.00,2.63,0.00,0.00,0.00,0.00,0.00,2.63,0.00,2.63,0.00,0.00,10.53,5.26,2.63,5.26,2.63,0.00,0.00,10.53,0.00,10.53,2.63,2.63,5.26,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,39.47,5.26,0.00,0.00,0.00,7.89,0.00,0.00,0.00,0.00,0.00,26.32
"Delighted to see our national broadcaster covering this important topic on @RTEOne today. Focus often on healthcare workers. However, this is a patient safety issue #influenza #vaccine #VaccinesWork #VaccinesMakeAdults #flufighters https://t.co/OPkPPQcCRo",35,80.28,61.26,26.00,99.00,11.67,42.86,51.43,28.57,8.57,2.86,0.00,2.86,0.00,0.00,0.00,5.71,2.86,8.57,2.86,5.71,2.86,0.00,5.71,2.86,0.00,0.00,0.00,0.00,8.57,8.57,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,5.71,0.00,0.00,0.00,2.86,0.00,2.86,2.86,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.43,2.86,2.86,5.71,0.00,2.86,0.00,8.57,0.00,14.29,0.00,8.57,5.71,2.86,0.00,0.00,0.00,0.00,0.00,2.86,0.00,2.86,0.00,0.00,0.00,34.29,8.57,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.86
"Vaccination is the most effective form of #influenza prevention, and the best way to reduce the substantial yearly economic and healthcare burden of seasonal #flu. 

Find out why you need a flu #vaccine every year ➡️ https://t.co/uxdvOSWVyk https://t.co/n6q2ByFiEZ",45,97.34,67.16,10.08,25.77,22.50,24.44,66.67,28.89,2.22,2.22,0.00,0.00,2.22,0.00,0.00,0.00,8.89,8.89,2.22,2.22,4.44,0.00,6.67,4.44,4.44,2.22,0.00,4.44,4.44,2.22,2.22,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,13.33,4.44,4.44,2.22,2.22,2.22,0.00,0.00,0.00,0.00,0.00,4.44,0.00,4.44,0.00,0.00,4.44,0.00,2.22,2.22,2.22,2.22,0.00,6.67,0.00,11.11,0.00,4.44,6.67,2.22,0.00,0.00,2.22,0.00,0.00,4.44,0.00,4.44,0.00,0.00,0.00,24.44,6.67,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.56
"Tomorrow is #WorldPolioDay 💧
Thanks to #vaccines we often forget the awful consequences of #polio &amp; #vaccine confidence is decreasing. Are we taking things for granted? 
Something not only to worry about but also act on! 💉
🔖NEW Study: https://t.co/dGrV0XUg6v
#VaccinesWork https://t.co/hIyGrGexZY",48,66.38,58.24,7.84,25.77,12.00,25.00,64.58,39.58,8.33,4.17,0.00,4.17,0.00,0.00,0.00,4.17,2.08,12.50,6.25,8.33,4.17,2.08,14.58,4.17,0.00,0.00,0.00,0.00,8.33,4.17,4.17,2.08,0.00,0.00,4.17,0.00,0.00,0.00,0.00,12.50,0.00,2.08,0.00,4.17,2.08,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.42,4.17,2.08,2.08,4.17,2.08,0.00,12.50,2.08,8.33,0.00,2.08,6.25,2.08,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,35.42,6.25,0.00,2.08,2.08,2.08,2.08,0.00,0.00,0.00,0.00,20.83
"After first 2 weeks of the 2018/2019 season, #influenzaB, #influenzaA(H1), and #influenzaA(H3) have all been detected in Ireland. Now is a good time to get your influenza vaccine #influenza #vaccine #flujab #FluVaccine #flufighter #VaccinesWork #VaccinesMakeAdults #surveillance https://t.co/iytUwXOOP1",44,92.84,67.52,19.82,68.66,22.00,34.09,45.45,27.27,2.27,2.27,0.00,0.00,2.27,0.00,0.00,0.00,4.55,9.09,6.82,2.27,2.27,0.00,9.09,2.27,2.27,0.00,9.09,2.27,2.27,2.27,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.82,0.00,2.27,0.00,4.55,0.00,2.27,9.09,0.00,15.91,0.00,2.27,13.64,0.00,0.00,0.00,0.00,0.00,0.00,2.27,0.00,2.27,0.00,0.00,0.00,52.27,4.55,6.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,31.82
"Get your vaccine. We know it’s not likely to be 100% protective, but it’s still the best protective measure we have, and prevention is certainly better than cure #influenza #vaccine #VaccinesWork #VaccinesMakeAdults https://t.co/9eocXnq2D9",39,29.09,69.60,8.65,99.00,19.50,28.21,64.10,38.46,12.82,7.69,0.00,5.13,2.56,0.00,0.00,5.13,2.56,5.13,12.82,2.56,5.13,2.56,17.95,7.69,7.69,0.00,5.13,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,15.38,2.56,0.00,0.00,2.56,2.56,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.51,5.13,5.13,2.56,7.69,7.69,0.00,17.95,0.00,2.56,0.00,0.00,2.56,0.00,0.00,0.00,0.00,0.00,0.00,2.56,0.00,2.56,0.00,0.00,0.00,33.33,5.13,5.13,0.00,0.00,0.00,0.00,0.00,0.00,5.13,0.00,17.95
"#Vaccine confidence low in #Europe partly due to rising influence of anti-vaccine groups spreading misleading information.  “Their influence should make us all cautious.” https://t.co/kQ4tmFdb8r @reuters @kkelland",31,92.84,90.14,8.87,25.77,10.33,38.71,64.52,19.35,6.45,6.45,0.00,3.23,0.00,0.00,3.23,0.00,0.00,9.68,3.23,0.00,0.00,0.00,6.45,0.00,0.00,0.00,0.00,9.68,6.45,3.23,3.23,0.00,0.00,3.23,9.68,0.00,0.00,0.00,0.00,29.03,3.23,12.90,3.23,3.23,6.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.58,6.45,3.23,12.90,3.23,3.23,0.00,3.23,0.00,12.90,3.23,6.45,3.23,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,3.23,0.00,0.00,0.00,38.71,9.68,0.00,0.00,0.00,0.00,0.00,3.23,6.45,0.00,0.00,19.35
"#Vaccine confidence low in #Europe, raising #disease outbreak risk
#health #immunisation  https://t.co/Hu9wbBHj9C https://t.co/fBm7wAf6Mf",21,96.41,50.00,2.82,1.00,21.00,38.10,42.86,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,4.76,9.52,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,14.29,0.00,4.76,9.52,4.76,4.76,0.00,0.00,0.00,9.52,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,9.52,0.00,0.00,0.00,57.14,9.52,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.86
"Get a #flu #vaccine if you are or will be #pregnant during this flu season – it’s the best way to #protect #yourself and your #baby for several months after birth from flu-related complications.

#Vacúnese contra la gripe si está o estará #embarazada. https://t.co/va20y6B0G8",48,76.43,92.75,35.37,65.25,16.00,20.83,72.92,37.50,10.42,6.25,0.00,0.00,6.25,0.00,0.00,4.17,4.17,10.42,8.33,0.00,6.25,0.00,10.42,4.17,4.17,0.00,0.00,2.08,2.08,2.08,0.00,0.00,0.00,0.00,12.50,4.17,0.00,0.00,0.00,8.33,4.17,0.00,2.08,4.17,0.00,4.17,0.00,0.00,0.00,0.00,8.33,0.00,8.33,2.08,0.00,6.25,0.00,2.08,2.08,4.17,2.08,0.00,8.33,2.08,12.50,0.00,2.08,10.42,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,31.25,6.25,0.00,0.00,0.00,0.00,0.00,2.08,0.00,2.08,0.00,20.83
"#Adults with #diabetes are more than two times more likely to be #hospitalized from #flu and its #complications than those who do not have diabetes.

#CDC and the City of Laredo Health Department #recommends getting a flu #vaccine by the end of #October. https://t.co/t3qalfBrpn",48,94.65,41.76,23.51,25.77,16.00,20.83,87.50,43.75,6.25,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,16.67,8.33,0.00,4.17,2.08,10.42,8.33,8.33,2.08,2.08,4.17,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,10.42,2.08,0.00,0.00,2.08,0.00,6.25,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,2.08,0.00,0.00,0.00,2.08,0.00,0.00,8.33,0.00,8.33,0.00,2.08,6.25,2.08,2.08,0.00,0.00,0.00,0.00,2.08,0.00,2.08,0.00,0.00,0.00,29.17,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.92
